station_id,suburb,road_name,period,traffic_count,wgs84_latitude,wgs84_longitude
364,Liverpool,Elizabeth Drive,OFF PEAK,23086,-33.914284,150.907883
365,Liverpool,Elizabeth Drive,PM PEAK,13794,-33.914284,150.907883
366,Meadow Flat,Great Western Highway,ALL DAYS,8487,-33.437302,149.929047
367,Meadow Flat,Great Western Highway,AM PEAK,1815,-33.437302,149.929047
368,Meadow Flat,Great Western Highway,OFF PEAK,4160,-33.437302,149.929047
369,Meadow Flat,Great Western Highway,PM PEAK,2316,-33.437302,149.929047
370,Raglan,Sydney Road,ALL DAYS,9624,-33.424236,149.665482
371,Raglan,Sydney Road,AM PEAK,2174,-33.424236,149.665482
372,Raglan,Sydney Road,OFF PEAK,4701,-33.424236,149.665482
373,Raglan,Sydney Road,PM PEAK,2698,-33.424236,149.665482
374,Woodburn,Pacific Highway,ALL DAYS,9958,-29.066118,153.360901
375,Woodburn,Pacific Highway,AM PEAK,1901,-29.066118,153.360901
376,Woodburn,Pacific Highway,OFF PEAK,5742,-29.066118,153.360901
377,Woodburn,Pacific Highway,PM PEAK,2366,-29.066118,153.360901
378,Wardell,Pacific Highway,ALL DAYS,12554,-28.952976,153.464539
379,Wardell,Pacific Highway,AM PEAK,2653,-28.952976,153.464539
380,Wardell,Pacific Highway,OFF PEAK,6922,-28.952976,153.464539
381,Wardell,Pacific Highway,PM PEAK,3158,-28.952976,153.464539
382,Nabiac,Pacific Highway,ALL DAYS,18121,-32.088028,152.405975
383,Nabiac,Pacific Highway,AM PEAK,3689,-32.088028,152.405975
384,Nabiac,Pacific Highway,OFF PEAK,9784,-32.088028,152.405975
385,Nabiac,Pacific Highway,PM PEAK,4471,-32.088028,152.405975
386,Kiwarrak,Pacific Highway,ALL DAYS,21653,-31.968466,152.463989
387,Kiwarrak,Pacific Highway,AM PEAK,4972,-31.968466,152.463989
388,Kiwarrak,Pacific Highway,OFF PEAK,11518,-31.968466,152.463989
389,Kiwarrak,Pacific Highway,PM PEAK,5809,-31.968466,152.463989
390,Lake Innes,Pacific Highway,ALL DAYS,16272,-31.515654,152.794846
391,Lake Innes,Pacific Highway,AM PEAK,3831,-31.515654,152.794846
392,Lake Innes,Pacific Highway,OFF PEAK,8490,-31.515654,152.794846
393,Lake Innes,Pacific Highway,PM PEAK,4399,-31.515654,152.794846
394,Inverell,Gwydir Highway,ALL DAYS,1446,-29.777054,151.170212
395,Inverell,Gwydir Highway,AM PEAK,355,-29.777054,151.170212
396,Inverell,Gwydir Highway,OFF PEAK,764,-29.777054,151.170212
397,Inverell,Gwydir Highway,PM PEAK,428,-29.777054,151.170212
398,Bowning,Hume Highway,ALL DAYS,15704,-34.791008,148.86348
399,Bowning,Hume Highway,AM PEAK,2676,-34.791008,148.86348
400,Bowning,Hume Highway,OFF PEAK,8855,-34.791008,148.86348
401,Bowning,Hume Highway,PM PEAK,4113,-34.791008,148.86348
402,Forbes,Newell Highway,ALL DAYS,2533,-33.410191,147.969162
403,Forbes,Newell Highway,AM PEAK,539,-33.410191,147.969162
404,Forbes,Newell Highway,OFF PEAK,1393,-33.410191,147.969162
405,Forbes,Newell Highway,PM PEAK,666,-33.410191,147.969162
406,Wyalong,Newell Highway,ALL DAYS,2143,-33.924194,147.258545
407,Wyalong,Newell Highway,AM PEAK,430,-33.924194,147.258545
408,Wyalong,Newell Highway,OFF PEAK,1215,-33.924194,147.258545
409,Wyalong,Newell Highway,PM PEAK,537,-33.924194,147.258545
410,Forbes,Newell Highway,ALL DAYS,2532,-33.410091,147.969513
411,Forbes,Newell Highway,AM PEAK,533,-33.410091,147.969513
412,Forbes,Newell Highway,OFF PEAK,1392,-33.410091,147.969513
413,Forbes,Newell Highway,PM PEAK,669,-33.410091,147.969513
414,Eumungerie,Newell Highway,ALL DAYS,2810,-31.995474,148.579636
415,Eumungerie,Newell Highway,AM PEAK,694,-31.995474,148.579636
416,Eumungerie,Newell Highway,OFF PEAK,1465,-31.995474,148.579636
417,Eumungerie,Newell Highway,PM PEAK,789,-31.995474,148.579636
418,Tomingley,Newell Highway,ALL DAYS,2727,-32.657825,148.199264
419,Tomingley,Newell Highway,AM PEAK,631,-32.657825,148.199264
420,Tomingley,Newell Highway,OFF PEAK,1437,-32.657825,148.199264
421,Tomingley,Newell Highway,PM PEAK,725,-32.657825,148.199264
422,Tomingley,Newell Highway,ALL DAYS,2737,-32.657585,148.199356
423,Tomingley,Newell Highway,AM PEAK,631,-32.657585,148.199356
424,Tomingley,Newell Highway,OFF PEAK,1443,-32.657585,148.199356
425,Tomingley,Newell Highway,PM PEAK,725,-32.657585,148.199356
426,Rixs Creek,New England Highway,ALL DAYS,13293,-32.532272,151.139435
427,Rixs Creek,New England Highway,AM PEAK,3622,-32.532272,151.139435
428,Rixs Creek,New England Highway,OFF PEAK,6773,-32.532272,151.139435
429,Rixs Creek,New England Highway,PM PEAK,4265,-32.532272,151.139435
430,Muswellbrook,New England Highway,ALL DAYS,9171,-32.300934,150.932449
431,Muswellbrook,New England Highway,AM PEAK,2276,-32.300934,150.932449
432,Muswellbrook,New England Highway,OFF PEAK,4743,-32.300934,150.932449
433,Muswellbrook,New England Highway,PM PEAK,2633,-32.300934,150.932449
434,Muswellbrook,New England Highway,ALL DAYS,10147,-32.237709,150.903046
435,Muswellbrook,New England Highway,AM PEAK,2402,-32.237709,150.903046
436,Muswellbrook,New England Highway,OFF PEAK,5325,-32.237709,150.903046
437,Muswellbrook,New England Highway,PM PEAK,3037,-32.237709,150.903046
438,Aberdeen,New England Highway,ALL DAYS,10151,-32.179447,150.889908
439,Aberdeen,New England Highway,AM PEAK,2398,-32.179447,150.889908
440,Aberdeen,New England Highway,OFF PEAK,5338,-32.179447,150.889908
441,Aberdeen,New England Highway,PM PEAK,3043,-32.179447,150.889908
442,Merriwa,Golden Highway,ALL DAYS,2076,-32.155666,150.392487
443,Merriwa,Golden Highway,AM PEAK,405,-32.155666,150.392487
444,Merriwa,Golden Highway,OFF PEAK,1156,-32.155666,150.392487
445,Merriwa,Golden Highway,PM PEAK,540,-32.155666,150.392487
446,Sandy Hollow,Merriwa Road,ALL DAYS,2177,-32.327095,150.537567
447,Sandy Hollow,Merriwa Road,AM PEAK,424,-32.327095,150.537567
448,Sandy Hollow,Merriwa Road,OFF PEAK,1211,-32.327095,150.537567
449,Sandy Hollow,Merriwa Road,PM PEAK,566,-32.327095,150.537567
450,Gunnedah,Oxley Highway,ALL DAYS,3470,-30.979286,150.307693
451,Gunnedah,Oxley Highway,AM PEAK,925,-30.979286,150.307693
452,Gunnedah,Oxley Highway,OFF PEAK,1698,-30.979286,150.307693
453,Gunnedah,Oxley Highway,PM PEAK,1066,-30.979286,150.307693
454,Westdale,Oxley Highway,ALL DAYS,3744,-31.063797,150.833038
455,Westdale,Oxley Highway,AM PEAK,962,-31.063797,150.833038
456,Westdale,Oxley Highway,OFF PEAK,1873,-31.063797,150.833038
457,Westdale,Oxley Highway,PM PEAK,1132,-31.063797,150.833038
458,Molong,Mitchell Highway,ALL DAYS,2523,-33.052498,148.862244
459,Molong,Mitchell Highway,AM PEAK,576,-33.052498,148.862244
460,Molong,Mitchell Highway,OFF PEAK,1286,-33.052498,148.862244
461,Molong,Mitchell Highway,PM PEAK,704,-33.052498,148.862244
462,Cundumbul,Mitchell Highway,ALL DAYS,2384,-32.829884,148.905258
463,Cundumbul,Mitchell Highway,AM PEAK,543,-32.829884,148.905258
464,Cundumbul,Mitchell Highway,OFF PEAK,1205,-32.829884,148.905258
465,Cundumbul,Mitchell Highway,PM PEAK,657,-32.829884,148.905258
466,Cordeaux,Picton Road,ALL DAYS,20093,-34.372967,150.829529
467,Cordeaux,Picton Road,AM PEAK,5224,-34.372967,150.829529
468,Cordeaux,Picton Road,OFF PEAK,9375,-34.372967,150.829529
469,Cordeaux,Picton Road,PM PEAK,5780,-34.372967,150.829529
470,Wilton,Picton Road,ALL DAYS,19429,-34.272804,150.714188
471,Wilton,Picton Road,AM PEAK,5325,-34.272804,150.714188
472,Wilton,Picton Road,OFF PEAK,9123,-34.272804,150.714188
473,Wilton,Picton Road,PM PEAK,5839,-34.272804,150.714188
474,Mount Victoria,Great Western Highway,ALL DAYS,11337,-33.582989,150.240768
475,Mount Victoria,Great Western Highway,AM PEAK,2389,-33.582989,150.240768
476,Mount Victoria,Great Western Highway,OFF PEAK,5493,-33.582989,150.240768
477,Mount Victoria,Great Western Highway,PM PEAK,2993,-33.582989,150.240768
478,Hartley,Great Western Highway,ALL DAYS,8687,-33.530327,150.153626
479,Hartley,Great Western Highway,AM PEAK,1733,-33.530327,150.153626
480,Hartley,Great Western Highway,OFF PEAK,4191,-33.530327,150.153626
481,Hartley,Great Western Highway,PM PEAK,2239,-33.530327,150.153626
482,Bective,Oxley Highway,ALL DAYS,3173,-30.984961,150.768204
483,Bective,Oxley Highway,AM PEAK,818,-30.984961,150.768204
484,Bective,Oxley Highway,OFF PEAK,1599,-30.984961,150.768204
485,Bective,Oxley Highway,PM PEAK,962,-30.984961,150.768204
486,Casula,Hume Highway,ALL DAYS,50737,-33.956684,150.891098
487,Casula,Hume Highway,AM PEAK,11627,-33.956684,150.891098
488,Casula,Hume Highway,OFF PEAK,27179,-33.956684,150.891098
489,Casula,Hume Highway,PM PEAK,13860,-33.956684,150.891098
490,Bonnyrigg,Elizabeth Drive,ALL DAYS,40459,-33.889923,150.883972
491,Bonnyrigg,Elizabeth Drive,AM PEAK,10072,-33.889923,150.883972
492,Bonnyrigg,Elizabeth Drive,OFF PEAK,19659,-33.889923,150.883972
493,Bonnyrigg,Elizabeth Drive,PM PEAK,12281,-33.889923,150.883972
494,Fairfield,The Horsley Drive,ALL DAYS,41408,-33.870174,150.96106
495,Fairfield,The Horsley Drive,AM PEAK,10622,-33.870174,150.96106
496,Fairfield,The Horsley Drive,OFF PEAK,22018,-33.870174,150.96106
497,Fairfield,The Horsley Drive,PM PEAK,12475,-33.870174,150.96106
498,Smithfield,Warren Road,ALL DAYS,65207,-33.850235,150.944809
499,Smithfield,Warren Road,AM PEAK,17294,-33.850235,150.944809
500,Smithfield,Warren Road,OFF PEAK,34956,-33.850235,150.944809
501,Smithfield,Warren Road,PM PEAK,18220,-33.850235,150.944809
502,Fairfield East,Fairfield Street,ALL DAYS,20510,-33.869324,150.963486
503,Fairfield East,Fairfield Street,AM PEAK,4853,-33.869324,150.963486
504,Fairfield East,Fairfield Street,OFF PEAK,10711,-33.869324,150.963486
505,Fairfield East,Fairfield Street,PM PEAK,6191,-33.869324,150.963486
506,Seven Hills,Prospect Highway,ALL DAYS,41208,-33.774277,150.935242
507,Seven Hills,Prospect Highway,AM PEAK,10621,-33.774277,150.935242
508,Seven Hills,Prospect Highway,OFF PEAK,20779,-33.774277,150.935242
509,Seven Hills,Prospect Highway,PM PEAK,13476,-33.774277,150.935242
510,Blacktown,Sunnyholt Road,ALL DAYS,36181,-33.769943,150.912094
511,Blacktown,Sunnyholt Road,AM PEAK,8254,-33.769943,150.912094
512,Blacktown,Sunnyholt Road,OFF PEAK,19344,-33.769943,150.912094
513,Blacktown,Sunnyholt Road,PM PEAK,9921,-33.769943,150.912094
514,Blacktown,Lancaster Street,ALL DAYS,17605,-33.76589203,150.8929749
515,Blacktown,Lancaster Street,AM PEAK,4179,-33.76589203,150.8929749
516,Blacktown,Lancaster Street,OFF PEAK,8185,-33.76589203,150.8929749
517,Blacktown,Lancaster Street,PM PEAK,5894,-33.76589203,150.8929749
518,Blacktown,Balmoral Street,ALL DAYS,32437,-33.767948,150.904663
519,Blacktown,Balmoral Street,AM PEAK,6586,-33.767948,150.904663
520,Blacktown,Balmoral Street,OFF PEAK,16880,-33.767948,150.904663
521,Blacktown,Balmoral Street,PM PEAK,9519,-33.767948,150.904663
522,Greystanes,Great Western Highway,ALL DAYS,40482,-33.806572,150.932541
523,Greystanes,Great Western Highway,AM PEAK,12005,-33.806572,150.932541
524,Greystanes,Great Western Highway,OFF PEAK,19611,-33.806572,150.932541
525,Greystanes,Great Western Highway,PM PEAK,13246,-33.806572,150.932541
526,Rooty Hill,Eastern Road,ALL DAYS,21167,-33.771648,150.857834
527,Rooty Hill,Eastern Road,AM PEAK,5337,-33.771648,150.857834
528,Rooty Hill,Eastern Road,OFF PEAK,10046,-33.771648,150.857834
529,Rooty Hill,Eastern Road,PM PEAK,6647,-33.771648,150.857834
530,Rouse Hill,Windsor Road,ALL DAYS,54578,-33.699543,150.928497
531,Rouse Hill,Windsor Road,AM PEAK,13658,-33.699543,150.928497
532,Rouse Hill,Windsor Road,OFF PEAK,29124,-33.699543,150.928497
533,Rouse Hill,Windsor Road,PM PEAK,14264,-33.699543,150.928497
534,Campbelltown,Broughton Street,ALL DAYS,26730,-34.066612,150.81958
535,Campbelltown,Broughton Street,AM PEAK,6297,-34.066612,150.81958
536,Campbelltown,Broughton Street,OFF PEAK,13365,-34.066612,150.81958
537,Campbelltown,Broughton Street,PM PEAK,8980,-34.066612,150.81958
538,Glendenning,Richmond Road,ALL DAYS,35756,-33.741375,150.866013
539,Glendenning,Richmond Road,AM PEAK,9011,-33.741375,150.866013
540,Glendenning,Richmond Road,OFF PEAK,17704,-33.741375,150.866013
541,Glendenning,Richmond Road,PM PEAK,10533,-33.741375,150.866013
542,Mount Druitt,Carlisle Avenue,ALL DAYS,45476,-33.769043,150.816498
543,Mount Druitt,Carlisle Avenue,AM PEAK,9612,-33.769043,150.816498
544,Mount Druitt,Carlisle Avenue,OFF PEAK,24311,-33.769043,150.816498
545,Mount Druitt,Carlisle Avenue,PM PEAK,13525,-33.769043,150.816498
546,Wiley Park,Canterbury Road,ALL DAYS,28266,-33.929409,151.072479
547,Wiley Park,Canterbury Road,AM PEAK,6009,-33.929409,151.072479
548,Wiley Park,Canterbury Road,OFF PEAK,15671,-33.929409,151.072479
549,Wiley Park,Canterbury Road,PM PEAK,7074,-33.929409,151.072479
550,Merrylands,Hawkesbury Road,ALL DAYS,30873,-33.817974,150.981827
551,Merrylands,Hawkesbury Road,AM PEAK,7957,-33.817974,150.981827
552,Merrylands,Hawkesbury Road,OFF PEAK,15808,-33.817974,150.981827
553,Merrylands,Hawkesbury Road,PM PEAK,8588,-33.817974,150.981827
554,St Marys,Pages Road,ALL DAYS,27289,-33.769588,150.768738
555,St Marys,Pages Road,AM PEAK,6894,-33.769588,150.768738
556,St Marys,Pages Road,OFF PEAK,13986,-33.769588,150.768738
557,St Marys,Pages Road,PM PEAK,7544,-33.769588,150.768738
558,Milperra,Newbridge Road,ALL DAYS,42039,-33.92949295,150.9801636
559,Milperra,Newbridge Road,AM PEAK,10870,-33.92949295,150.9801636
560,Milperra,Newbridge Road,OFF PEAK,22286,-33.92949295,150.9801636
561,Milperra,Newbridge Road,PM PEAK,12432,-33.92949295,150.9801636
562,Baulkham Hills,Windsor Road,ALL DAYS,38701,-33.740467,150.984421
563,Baulkham Hills,Windsor Road,AM PEAK,11654,-33.740467,150.984421
564,Baulkham Hills,Windsor Road,OFF PEAK,14727,-33.740467,150.984421
565,Baulkham Hills,Windsor Road,PM PEAK,9442,-33.740467,150.984421
566,North Rocks,Renown Road,ALL DAYS,17150,-33.765114,151.009125
567,North Rocks,Renown Road,AM PEAK,4919,-33.765114,151.009125
568,North Rocks,Renown Road,OFF PEAK,7481,-33.765114,151.009125
569,North Rocks,Renown Road,PM PEAK,6077,-33.765114,151.009125
570,Croydon Park,Georges River Road,ALL DAYS,26613,-33.894714,151.110962
571,Croydon Park,Georges River Road,AM PEAK,6741,-33.894714,151.110962
572,Croydon Park,Georges River Road,OFF PEAK,13274,-33.894714,151.110962
573,Croydon Park,Georges River Road,PM PEAK,7519,-33.894714,151.110962
574,Dural,Old Northern Road,ALL DAYS,17136,-33.699642,151.01561
575,Dural,Old Northern Road,AM PEAK,5073,-33.699642,151.01561
576,Dural,Old Northern Road,OFF PEAK,8846,-33.699642,151.01561
577,Dural,Old Northern Road,PM PEAK,4656,-33.699642,151.01561
578,Wahroonga,Pacific Highway,ALL DAYS,34381,-33.717724,151.108383
579,Wahroonga,Pacific Highway,AM PEAK,8479,-33.717724,151.108383
580,Wahroonga,Pacific Highway,OFF PEAK,17502,-33.717724,151.108383
581,Wahroonga,Pacific Highway,PM PEAK,9655,-33.717724,151.108383
582,Pennant Hills,Pennant Hills Road,ALL DAYS,62549,-33.740452,151.059372
583,Pennant Hills,Pennant Hills Road,AM PEAK,16465,-33.740452,151.059372
584,Pennant Hills,Pennant Hills Road,OFF PEAK,31850,-33.740452,151.059372
585,Pennant Hills,Pennant Hills Road,PM PEAK,15698,-33.740452,151.059372
586,Asquith,Pacific Highway,ALL DAYS,19184,-33.684055,151.110504
587,Asquith,Pacific Highway,AM PEAK,5157,-33.684055,151.110504
588,Asquith,Pacific Highway,OFF PEAK,8821,-33.684055,151.110504
589,Asquith,Pacific Highway,PM PEAK,6179,-33.684055,151.110504
590,Cherrybrook,New Line Road,ALL DAYS,29546,-33.723019,151.036606
591,Cherrybrook,New Line Road,AM PEAK,7942,-33.723019,151.036606
592,Cherrybrook,New Line Road,OFF PEAK,14179,-33.723019,151.036606
593,Cherrybrook,New Line Road,PM PEAK,8402,-33.723019,151.036606
594,Cheltenham,Beecroft Road,ALL DAYS,30915,-33.760658,151.07962
595,Cheltenham,Beecroft Road,AM PEAK,8595,-33.760658,151.07962
596,Cheltenham,Beecroft Road,OFF PEAK,14999,-33.760658,151.07962
597,Cheltenham,Beecroft Road,PM PEAK,8701,-33.760658,151.07962
598,Epping,Epping Road,ALL DAYS,56137,-33.773907,151.082626
599,Epping,Epping Road,OFF PEAK,14359,-33.773907,151.082626
600,Epping,Epping Road,PM PEAK,15727,-33.773907,151.082626
601,Cowan,Pacific Highway,ALL DAYS,3270,-33.541714,151.198547
602,Cowan,Pacific Highway,AM PEAK,728,-33.541714,151.198547
603,Cowan,Pacific Highway,OFF PEAK,1414,-33.541714,151.198547
604,Cowan,Pacific Highway,PM PEAK,758,-33.541714,151.198547
605,Leumeah,Campbelltown Road,ALL DAYS,44122,-34.050945,150.825409
606,Leumeah,Campbelltown Road,AM PEAK,11402,-34.050945,150.825409
607,Leumeah,Campbelltown Road,OFF PEAK,23518,-34.050945,150.825409
608,Leumeah,Campbelltown Road,PM PEAK,12684,-34.050945,150.825409
609,Werrington,Great Western Highway,ALL DAYS,40510,-33.769199,150.761856
610,Werrington,Great Western Highway,AM PEAK,10222,-33.769199,150.761856
611,Werrington,Great Western Highway,OFF PEAK,20598,-33.769199,150.761856
612,Werrington,Great Western Highway,PM PEAK,12634,-33.769199,150.761856
613,Kingswood,Parker Street,ALL DAYS,42277,-33.756058,150.712326
614,Kingswood,Parker Street,AM PEAK,10287,-33.756058,150.712326
615,Kingswood,Parker Street,OFF PEAK,21663,-33.756058,150.712326
616,Kingswood,Parker Street,PM PEAK,11977,-33.756058,150.712326
617,Penrith,Great Western Highway,ALL DAYS,22843,-33.746132,150.681915
618,Penrith,Great Western Highway,AM PEAK,5767,-33.746132,150.681915
619,Penrith,Great Western Highway,OFF PEAK,12105,-33.746132,150.681915
620,Penrith,Great Western Highway,PM PEAK,6428,-33.746132,150.681915
621,Yarra,Federal Highway,ALL DAYS,13209,-34.817825,149.601578
622,Yarra,Federal Highway,AM PEAK,2643,-34.817825,149.601578
623,Yarra,Federal Highway,OFF PEAK,6299,-34.817825,149.601578
624,Yarra,Federal Highway,PM PEAK,4018,-34.817825,149.601578
625,Kingsdale,Crookwell Road,ALL DAYS,2283,-34.68050385,149.6904755
626,Kingsdale,Crookwell Road,AM PEAK,587,-34.68050385,149.6904755
627,Kingsdale,Crookwell Road,OFF PEAK,1060,-34.68050385,149.6904755
628,Kingsdale,Crookwell Road,PM PEAK,713,-34.68050385,149.6904755
629,Bungendore,Kings Highway,ALL DAYS,5092,-35.249474,149.490677
630,Bungendore,Kings Highway,AM PEAK,1071,-35.249474,149.490677
631,Bungendore,Kings Highway,OFF PEAK,2188,-35.249474,149.490677
632,Bungendore,Kings Highway,PM PEAK,1511,-35.249474,149.490677
633,Sutton,Sutton Road,ALL DAYS,2939,-35.214867,149.271011
634,Sutton,Sutton Road,AM PEAK,863,-35.214867,149.271011
635,Sutton,Sutton Road,OFF PEAK,1219,-35.214867,149.271011
636,Sutton,Sutton Road,PM PEAK,997,-35.214867,149.271011
637,Miranda,Kingsway,ALL DAYS,24023,-34.033203,151.092529
638,Miranda,Kingsway,AM PEAK,4783,-34.033203,151.092529
639,Miranda,Kingsway,OFF PEAK,12005,-34.033203,151.092529
640,Miranda,Kingsway,PM PEAK,7592,-34.033203,151.092529
641,Ryde,Victoria Road,ALL DAYS,50431,-33.819687,151.117416
642,Ryde,Victoria Road,AM PEAK,12944,-33.819687,151.117416
643,Ryde,Victoria Road,OFF PEAK,25264,-33.819687,151.117416
644,Ryde,Victoria Road,PM PEAK,13837,-33.819687,151.117416
645,Strathfield,The Boulevarde,ALL DAYS,21493,-33.877975,151.093185
646,Strathfield,The Boulevarde,AM PEAK,5709,-33.877975,151.093185
647,Strathfield,The Boulevarde,OFF PEAK,10329,-33.877975,151.093185
648,Strathfield,The Boulevarde,PM PEAK,6548,-33.877975,151.093185
649,Faulconbridge,Great Western Highway,ALL DAYS,28201,-33.706028,150.527969
650,Faulconbridge,Great Western Highway,AM PEAK,6349,-33.706028,150.527969
651,Faulconbridge,Great Western Highway,OFF PEAK,13469,-33.706028,150.527969
652,Faulconbridge,Great Western Highway,PM PEAK,7740,-33.706028,150.527969
653,Table Top,Hume Highway,ALL DAYS,12080,-35.967876,147.004715
654,Table Top,Hume Highway,AM PEAK,2200,-35.967876,147.004715
655,Table Top,Hume Highway,OFF PEAK,6900,-35.967876,147.004715
656,Table Top,Hume Highway,PM PEAK,3393,-35.967876,147.004715
657,Boggabilla,Newell Highway,ALL DAYS,3908,-28.567099,150.321335
658,Boggabilla,Newell Highway,AM PEAK,737,-28.567099,150.321335
659,Boggabilla,Newell Highway,OFF PEAK,2293,-28.567099,150.321335
660,Boggabilla,Newell Highway,PM PEAK,1139,-28.567099,150.321335
661,Broken Hill,Barrier Highway,ALL DAYS,492,-31.919672,141.534698
662,Broken Hill,Barrier Highway,AM PEAK,106,-31.919672,141.534698
663,Broken Hill,Barrier Highway,OFF PEAK,253,-31.919672,141.534698
664,Broken Hill,Barrier Highway,PM PEAK,123,-31.919672,141.534698
665,Balranald,Sturt Highway,ALL DAYS,1190,-34.674763,143.572067
666,Balranald,Sturt Highway,AM PEAK,215,-34.674763,143.572067
667,Balranald,Sturt Highway,OFF PEAK,705,-34.674763,143.572067
668,Balranald,Sturt Highway,PM PEAK,305,-34.674763,143.572067
669,Bendemeer,New England Highway,ALL DAYS,4476,-30.896273,151.154327
670,Bendemeer,New England Highway,AM PEAK,1049,-30.896273,151.154327
671,Bendemeer,New England Highway,OFF PEAK,2201,-30.896273,151.154327
672,Bendemeer,New England Highway,PM PEAK,1271,-30.896273,151.154327
673,Bargo,Avon Dam Road,ALL DAYS,34187,-34.309757,150.60141
674,Bargo,Avon Dam Road,AM PEAK,7163,-34.309757,150.60141
675,Bargo,Avon Dam Road,OFF PEAK,17159,-34.309757,150.60141
676,Bargo,Avon Dam Road,PM PEAK,8991,-34.309757,150.60141
677,Tannabar,Newell Highway,ALL DAYS,2781,-31.31538,149.303513
678,Tannabar,Newell Highway,AM PEAK,616,-31.31538,149.303513
679,Tannabar,Newell Highway,OFF PEAK,1498,-31.31538,149.303513
680,Tannabar,Newell Highway,PM PEAK,725,-31.31538,149.303513
681,Dundee,New England Highway,ALL DAYS,2220,-29.568588,151.865753
682,Dundee,New England Highway,AM PEAK,436,-29.568588,151.865753
683,Dundee,New England Highway,OFF PEAK,1223,-29.568588,151.865753
684,Dundee,New England Highway,PM PEAK,574,-29.568588,151.865753
685,North Wahroonga,Pacific Motorway,ALL DAYS,89145,-33.694206,151.121323
686,North Wahroonga,Pacific Motorway,AM PEAK,21622,-33.694206,151.121323
687,North Wahroonga,Pacific Motorway,OFF PEAK,43804,-33.694206,151.121323
688,North Wahroonga,Pacific Motorway,PM PEAK,23771,-33.694206,151.121323
689,Bar Point,Pacific Motorway,ALL DAYS,84653,-33.496265,151.187408
690,Bar Point,Pacific Motorway,AM PEAK,19709,-33.496265,151.187408
691,Bar Point,Pacific Motorway,OFF PEAK,42190,-33.496265,151.187408
692,Bar Point,Pacific Motorway,PM PEAK,23314,-33.496265,151.187408
693,Gundagai,Hume Highway,ALL DAYS,11218,-35.007648,148.111343
694,Gundagai,Hume Highway,AM PEAK,1695,-35.007648,148.111343
695,Gundagai,Hume Highway,OFF PEAK,6658,-35.007648,148.111343
696,Gundagai,Hume Highway,PM PEAK,2866,-35.007648,148.111343
697,Manton,Hume Highway,ALL DAYS,8616,-34.836449,149.007996
698,Manton,Hume Highway,AM PEAK,1279,-34.836449,149.007996
699,Manton,Hume Highway,OFF PEAK,5432,-34.836449,149.007996
700,Manton,Hume Highway,PM PEAK,2066,-34.836449,149.007996
701,Maclean,Pacific Highway,ALL DAYS,13950,-29.434345,153.240707
702,Maclean,Pacific Highway,AM PEAK,3196,-29.434345,153.240707
703,Maclean,Pacific Highway,OFF PEAK,7757,-29.434345,153.240707
704,Maclean,Pacific Highway,PM PEAK,3575,-29.434345,153.240707
705,Jerilderie,Newell Highway,ALL DAYS,1987,-35.350632,145.755707
706,Jerilderie,Newell Highway,AM PEAK,372,-35.350632,145.755707
707,Jerilderie,Newell Highway,OFF PEAK,1157,-35.350632,145.755707
708,Jerilderie,Newell Highway,PM PEAK,546,-35.350632,145.755707
709,Mount Keira,Mount Ousley Road Hvcs,ALL DAYS,53018,-34.390652,150.858108
710,Mount Keira,Mount Ousley Road Hvcs,AM PEAK,13545,-34.390652,150.858108
711,Mount Keira,Mount Ousley Road Hvcs,OFF PEAK,24906,-34.390652,150.858108
712,Mount Keira,Mount Ousley Road Hvcs,PM PEAK,15646,-34.390652,150.858108
713,Caragabal,Newell Highway,ALL DAYS,1869,-33.759418,147.523041
714,Caragabal,Newell Highway,AM PEAK,362,-33.759418,147.523041
715,Caragabal,Newell Highway,OFF PEAK,1071,-33.759418,147.523041
716,Caragabal,Newell Highway,PM PEAK,447,-33.759418,147.523041
717,Mulwala,Melbourne Street,ALL DAYS,9262,-36.003071,146.003235
718,Mulwala,Melbourne Street,AM PEAK,1897,-36.003071,146.003235
719,Mulwala,Melbourne Street,OFF PEAK,4756,-36.003071,146.003235
720,Mulwala,Melbourne Street,PM PEAK,2847,-36.003071,146.003235
721,Euroley,Sturt Highway,ALL DAYS,1250,-34.696266,146.341217
722,Euroley,Sturt Highway,AM PEAK,278,-34.696266,146.341217
723,Euroley,Sturt Highway,OFF PEAK,681,-34.696266,146.341217
724,Euroley,Sturt Highway,PM PEAK,337,-34.696266,146.341217
725,Nyngan,Mitchell Highway,ALL DAYS,1184,-31.568691,147.209168
726,Nyngan,Mitchell Highway,AM PEAK,302,-31.568691,147.209168
727,Nyngan,Mitchell Highway,OFF PEAK,601,-31.568691,147.209168
728,Nyngan,Mitchell Highway,PM PEAK,340,-31.568691,147.209168
729,Jones Island,Pacific Highway,ALL DAYS,17173,-31.860619,152.600388
730,Jones Island,Pacific Highway,AM PEAK,3736,-31.860619,152.600388
731,Jones Island,Pacific Highway,OFF PEAK,9271,-31.860619,152.600388
732,Jones Island,Pacific Highway,PM PEAK,4403,-31.860619,152.600388
733,Hornsby Heights,Galston Road,ALL DAYS,5782,-33.665455,151.090271
734,Hornsby Heights,Galston Road,AM PEAK,1963,-33.665455,151.090271
735,Hornsby Heights,Galston Road,OFF PEAK,2205,-33.665455,151.090271
736,Hornsby Heights,Galston Road,PM PEAK,2164,-33.665455,151.090271
737,Boggabilla,Newell Highway,ALL DAYS,3908,-28.566883,150.321152
