station_id,suburb,road_name,period,traffic_count,wgs84_latitude,wgs84_longitude
738,Boggabilla,Newell Highway,AM PEAK,738,-28.566883,150.321152
739,Boggabilla,Newell Highway,OFF PEAK,2294,-28.566883,150.321152
740,Boggabilla,Newell Highway,PM PEAK,1138,-28.566883,150.321152
741,Jerilderie,Newell Highway,ALL DAYS,1989,-35.350391,145.756058
742,Jerilderie,Newell Highway,AM PEAK,373,-35.350391,145.756058
743,Jerilderie,Newell Highway,OFF PEAK,1155,-35.350391,145.756058
744,Jerilderie,Newell Highway,PM PEAK,546,-35.350391,145.756058
745,Balranald,Sturt Highway,ALL DAYS,1191,-34.6745,143.571899
746,Balranald,Sturt Highway,AM PEAK,215,-34.6745,143.571899
747,Balranald,Sturt Highway,OFF PEAK,705,-34.6745,143.571899
748,Balranald,Sturt Highway,PM PEAK,305,-34.6745,143.571899
749,Euroley,Sturt Highway,ALL DAYS,1253,-34.69595,146.340912
750,Euroley,Sturt Highway,AM PEAK,278,-34.69595,146.340912
751,Euroley,Sturt Highway,OFF PEAK,682,-34.69595,146.340912
752,Euroley,Sturt Highway,PM PEAK,339,-34.69595,146.340912
753,Dundee,New England Highway,ALL DAYS,2223,-29.56786,151.865753
754,Dundee,New England Highway,AM PEAK,437,-29.56786,151.865753
755,Dundee,New England Highway,OFF PEAK,1222,-29.56786,151.865753
756,Dundee,New England Highway,PM PEAK,577,-29.56786,151.865753
757,Maclean,Pacific Highway,ALL DAYS,13903,-29.434433,153.240707
758,Maclean,Pacific Highway,AM PEAK,3188,-29.434433,153.240707
759,Maclean,Pacific Highway,OFF PEAK,7716,-29.434433,153.240707
760,Maclean,Pacific Highway,PM PEAK,3565,-29.434433,153.240707
761,Marulan,Hume Highway,ALL DAYS,20691,-34.704567,150.014954
762,Marulan,Hume Highway,AM PEAK,3650,-34.704567,150.014954
763,Marulan,Hume Highway,OFF PEAK,9650,-34.704567,150.014954
764,Marulan,Hume Highway,PM PEAK,5373,-34.704567,150.014954
765,Blackheath,Great Western Highway Hvcs,ALL DAYS,12776,-33.617626,150.274033
766,Blackheath,Great Western Highway Hvcs,AM PEAK,2652,-33.617626,150.274033
767,Blackheath,Great Western Highway Hvcs,OFF PEAK,6094,-33.617626,150.274033
768,Blackheath,Great Western Highway Hvcs,PM PEAK,3486,-33.617626,150.274033
769,Galston,Galston Road,ALL DAYS,6087,-33.654926,151.060974
770,Galston,Galston Road,AM PEAK,2031,-33.654926,151.060974
771,Galston,Galston Road,OFF PEAK,2335,-33.654926,151.060974
772,Galston,Galston Road,PM PEAK,2247,-33.654926,151.060974
773,Galston,Galston Road,ALL DAYS,5800,-33.65556,151.063828
774,Galston,Galston Road,AM PEAK,1960,-33.65556,151.063828
775,Galston,Galston Road,OFF PEAK,2218,-33.65556,151.063828
776,Galston,Galston Road,PM PEAK,2153,-33.65556,151.063828
777,Hornsby,Galston Road,ALL DAYS,17281,-33.689632,151.097748
778,Hornsby,Galston Road,AM PEAK,4977,-33.689632,151.097748
779,Hornsby,Galston Road,OFF PEAK,7370,-33.689632,151.097748
780,Hornsby,Galston Road,PM PEAK,5909,-33.689632,151.097748
781,Bell,Bells Line Of Road,ALL DAYS,3162,-33.511532,150.284225
782,Bell,Bells Line Of Road,AM PEAK,548,-33.511532,150.284225
783,Bell,Bells Line Of Road,OFF PEAK,1503,-33.511532,150.284225
784,Bell,Bells Line Of Road,PM PEAK,798,-33.511532,150.284225
785,Mount White,Pacific Motorway,ALL DAYS,77732,-33.454525,151.206726
786,Mount White,Pacific Motorway,AM PEAK,17524,-33.454525,151.206726
787,Mount White,Pacific Motorway,OFF PEAK,36925,-33.454525,151.206726
788,Mount White,Pacific Motorway,PM PEAK,22167,-33.454525,151.206726
789,Blackheath,Great Western Highway Hvcs,ALL DAYS,12471,-33.616264,150.273102
790,Blackheath,Great Western Highway Hvcs,AM PEAK,2538,-33.616264,150.273102
791,Blackheath,Great Western Highway Hvcs,OFF PEAK,6009,-33.616264,150.273102
792,Blackheath,Great Western Highway Hvcs,PM PEAK,3366,-33.616264,150.273102
793,Bargo,Remembrance Driveway,ALL DAYS,4748,-34.313366,150.586014
794,Bargo,Remembrance Driveway,AM PEAK,1265,-34.313366,150.586014
795,Bargo,Remembrance Driveway,OFF PEAK,2278,-34.313366,150.586014
796,Bargo,Remembrance Driveway,PM PEAK,1485,-34.313366,150.586014
797,Bargo,Avon Dam Road,ALL DAYS,4700,-34.308601,150.599533
798,Bargo,Avon Dam Road,AM PEAK,1320,-34.308601,150.599533
799,Bargo,Avon Dam Road,OFF PEAK,2220,-34.308601,150.599533
800,Bargo,Avon Dam Road,PM PEAK,1537,-34.308601,150.599533
801,Marulan,Jaorimin Road,ALL DAYS,330,-34.690311,149.999191
802,Marulan,Jaorimin Road,AM PEAK,114,-34.690311,149.999191
803,Marulan,Jaorimin Road,OFF PEAK,202,-34.690311,149.999191
804,Marulan,Jaorimin Road,PM PEAK,60,-34.690311,149.999191
805,Biddon,Newell Highway,ALL DAYS,1807,-31.616983,148.746139
806,Biddon,Newell Highway,AM PEAK,394,-31.616983,148.746139
807,Biddon,Newell Highway,OFF PEAK,997,-31.616983,148.746139
808,Biddon,Newell Highway,PM PEAK,448,-31.616983,148.746139
809,Coonabarabran,Newell Highway,ALL DAYS,1622,-31.236635,149.31575
810,Coonabarabran,Newell Highway,AM PEAK,312,-31.236635,149.31575
811,Coonabarabran,Newell Highway,OFF PEAK,914,-31.236635,149.31575
812,Coonabarabran,Newell Highway,PM PEAK,395,-31.236635,149.31575
813,Chinderah,Pacific Motorway,ALL DAYS,39113,-28.245531,153.546005
814,Chinderah,Pacific Motorway,AM PEAK,9089,-28.245531,153.546005
815,Chinderah,Pacific Motorway,OFF PEAK,19596,-28.245531,153.546005
816,Chinderah,Pacific Motorway,PM PEAK,10897,-28.245531,153.546005
817,Tomingley,Newell Highway,ALL DAYS,2652,-32.57792282,148.2220154
818,Tomingley,Newell Highway,AM PEAK,610,-32.57792282,148.2220154
819,Tomingley,Newell Highway,OFF PEAK,1407,-32.57792282,148.2220154
820,Tomingley,Newell Highway,PM PEAK,699,-32.57792282,148.2220154
